"cell_id","week","season","adj_cell_sum","adj_cell_sum_se","adj_cell_sum_week","adj_cell_sum_week_se","prop_week","prop_week_se"
1,2018-04-05,"prebreeding_migration",0,0,0,0,0,0
2,2018-04-05,"prebreeding_migration",0,0,0,0,0,0
3,2018-04-05,"prebreeding_migration",0,0,0,0,0,0
4,2018-04-05,"prebreeding_migration",0,0,0,0,0,0
5,2018-04-05,"prebreeding_migration",0,0,0,0,0,0
6,2018-04-05,"prebreeding_migration",0,0,0,0,0,0
7,2018-04-05,"prebreeding_migration",0,0,0,0,0,0
8,2018-04-05,"prebreeding_migration",0,0,0,0,0,0
1,2018-04-12,"prebreeding_migration",0,0,0,0,0,0
2,2018-04-12,"prebreeding_migration",0,0,0,0,0,0
3,2018-04-12,"prebreeding_migration",0,0,0,0,0,0
4,2018-04-12,"prebreeding_migration",0,0,0,0,0,0
5,2018-04-12,"prebreeding_migration",0,0,0,0,0,0
6,2018-04-12,"prebreeding_migration",0,0,0,0,0,0
7,2018-04-12,"prebreeding_migration",0,0,0,0,0,0
8,2018-04-12,"prebreeding_migration",0,0,0,0,0,0
1,2018-04-19,"prebreeding_migration",127.805073022843,9.25838580342481,2227.32508503646,15.3181365555669,0.0573805206440042,0.00417541888202733
2,2018-04-19,"prebreeding_migration",251.4199154228,8.93014609991113,2227.32508503646,15.3181365555669,0.112879757477649,0.0040838249887758
3,2018-04-19,"prebreeding_migration",471.97644847632,7.20927494895322,2227.32508503646,15.3181365555669,0.211902811873819,0.00354969234402503
4,2018-04-19,"prebreeding_migration",1376.1236481145,4.14806523509155,2227.32508503646,15.3181365555669,0.617836910004528,0.00463930432675719
5,2018-04-19,"prebreeding_migration",0,0,2227.32508503646,15.3181365555669,0,0
6,2018-04-19,"prebreeding_migration",0,0,2227.32508503646,15.3181365555669,0,0
7,2018-04-19,"prebreeding_migration",0,0,2227.32508503646,15.3181365555669,0,0
8,2018-04-19,"prebreeding_migration",0,0,2227.32508503646,15.3181365555669,0,0
1,2018-04-26,"prebreeding_migration",741.951700597997,9.85484844760846,13304.9777361304,19.9373593923336,0.0557649712245056,0.000745387653749308
2,2018-04-26,"prebreeding_migration",3942.50888121128,10.9220622291289,13304.9777361304,19.9373593923336,0.296318337347171,0.000933295194341047
3,2018-04-26,"prebreeding_migration",4598.18955031038,11.0098959588619,13304.9777361304,19.9373593923336,0.345599191633651,0.00097619447964522
4,2018-04-26,"prebreeding_migration",4022.3276040107,7.73763589553131,13304.9777361304,19.9373593923336,0.302317499794672,0.000737182457649951
5,2018-04-26,"prebreeding_migration",0,0,13304.9777361304,19.9373593923336,0,0
6,2018-04-26,"prebreeding_migration",0,0,13304.9777361304,19.9373593923336,0,0
7,2018-04-26,"prebreeding_migration",0,0,13304.9777361304,19.9373593923336,0,0
8,2018-04-26,"prebreeding_migration",0,0,13304.9777361304,19.9373593923336,0,0
1,2018-05-03,"prebreeding_migration",1119.26000452042,10.193672039386,27696.8950134739,26.1279612587955,0.0404110281667285,0.00037001291579029
2,2018-05-03,"prebreeding_migration",6628.93039852381,12.6991336935231,27696.8950134739,26.1279612587955,0.239338394982505,0.000511079961946949
3,2018-05-03,"prebreeding_migration",9856.67299658062,15.0982119723911,27696.8950134739,26.1279612587955,0.355876461667835,0.000640207061209472
4,2018-05-03,"prebreeding_migration",6970.66074723005,12.1171569018006,27696.8950134739,26.1279612587955,0.251676613708467,0.000497762084598353
5,2018-05-03,"prebreeding_migration",1836.92382262647,5.66816554691152,27696.8950134739,26.1279612587955,0.0663223737438022,0.000213999993830939
6,2018-05-03,"prebreeding_migration",1284.44704399258,3.25297041414168,27696.8950134739,26.1279612587955,0.0463751277306616,0.00012533215194147
7,2018-05-03,"prebreeding_migration",0,0,27696.8950134739,26.1279612587955,0,0
8,2018-05-03,"prebreeding_migration",0,0,27696.8950134739,26.1279612587955,0,0
1,2018-05-10,"prebreeding_migration",1089.55366489292,10.1054598868652,40877.7322542668,29.6012715341264,0.0266539654919138,0.000247964186632505
2,2018-05-10,"prebreeding_migration",7001.87329518794,13.0878830660157,40877.7322542668,29.6012715341264,0.171288202868864,0.000343358300587208
3,2018-05-10,"prebreeding_migration",12700.7036408782,16.3039378750945,40877.7322542668,29.6012715341264,0.310699809908181,0.000457929354739064
4,2018-05-10,"prebreeding_migration",10752.9753124714,14.1948440667375,40877.7322542668,29.6012715341264,0.263052148920248,0.000396066597127171
5,2018-05-10,"prebreeding_migration",4304.50791278481,8.5086876932803,40877.7322542668,29.6012715341264,0.105302023263179,0.000221677484832034
6,2018-05-10,"prebreeding_migration",2892.45619982481,5.21132630545419,40877.7322542668,29.6012715341264,0.0707587246237932,0.000137397504107069
7,2018-05-10,"prebreeding_migration",2135.66222822666,5.99621525003115,40877.7322542668,29.6012715341264,0.0522451249238207,0.00015148690641436
8,2018-05-10,"prebreeding_migration",0,0,40877.7322542668,29.6012715341264,0,0
1,2018-05-17,"prebreeding_migration",1083.12469425798,9.95180144293083,49590.5529628396,30.3831212833397,0.0218413514176704,0.000201125048120461
2,2018-05-17,"prebreeding_migration",7115.97675794364,12.8097763334015,49590.5529628396,30.3831212833397,0.143494603967735,0.000272862127719992
3,2018-05-17,"prebreeding_migration",14633.306738317,16.0459652302639,49590.5529628396,30.3831212833397,0.295082548268466,0.000370651185722889
4,2018-05-17,"prebreeding_migration",12645.9106799364,14.0663469047368,49590.5529628396,30.3831212833397,0.255006446276422,0.000323832129409178
5,2018-05-17,"prebreeding_migration",5636.96986541152,8.27895182632457,49590.5529628396,30.3831212833397,0.113670236136216,0.000180890090718417
6,2018-05-17,"prebreeding_migration",4236.70394647121,5.82563639113144,49590.5529628396,30.3831212833397,0.0854336903572331,0.000128608515190792
7,2018-05-17,"prebreeding_migration",3423.99800795317,6.42470814742485,49590.5529628396,30.3831212833397,0.0690453685910484,0.000136286598179779
8,2018-05-17,"prebreeding_migration",814.56227254868,7.80475908326033,49590.5529628396,30.3831212833397,0.0164257549852099,0.000157705417864095
1,2018-05-24,"prebreeding_migration",988.893118321897,10.1115736200978,48183.8330565095,29.3798632525327,0.0205233385472288,0.000210226859270413
2,2018-05-24,"prebreeding_migration",6639.38552695513,12.7863812246848,48183.8330565095,29.3798632525327,0.13779280529983,0.000278349701159335
3,2018-05-24,"prebreeding_migration",13662.7802630663,14.8474002162328,48183.8330565095,29.3798632525327,0.28355527977699,0.000353332545219362
4,2018-05-24,"prebreeding_migration",11750.104994297,14.013545913663,48183.8330565095,29.3798632525327,0.243859905884129,0.000326641152695479
5,2018-05-24,"prebreeding_migration",5675.10233092308,7.86224932138951,48183.8330565095,29.3798632525327,0.117780217366007,0.000178276774090968
6,2018-05-24,"prebreeding_migration",4502.29608413577,5.12315891912404,48183.8330565095,29.3798632525327,0.0934399735042981,0.00012062821050867
7,2018-05-24,"prebreeding_migration",3600.40108513832,5.82315388404519,48183.8330565095,29.3798632525327,0.074722180796945,0.000129155963210405
8,2018-05-24,"prebreeding_migration",1364.86965367198,7.65802152811026,48183.8330565095,29.3798632525327,0.028326298824572,0.00015986916203904
1,2018-05-31,"prebreeding_migration",743.194715499877,10.1855024181562,36252.5888124108,25.7800626809792,0.0205004591353611,0.000281337277223276
2,2018-05-31,"prebreeding_migration",4986.68020573259,12.2189297635082,36252.5888124108,25.7800626809792,0.137553768409097,0.000350957128439938
3,2018-05-31,"prebreeding_migration",10192.3191608786,12.3667279596415,36252.5888124108,25.7800626809792,0.281147346845182,0.000395398084861525
4,2018-05-31,"prebreeding_migration",8406.97519010305,11.1279249468664,36252.5888124108,25.7800626809792,0.231899995710789,0.000348449009120903
5,2018-05-31,"prebreeding_migration",4517.70230689645,6.44271272972351,36252.5888124108,25.7800626809792,0.12461737092138,0.000198586633761577
6,2018-05-31,"prebreeding_migration",3784.3156761229,4.06554254412329,36252.5888124108,25.7800626809792,0.104387460319175,0.000134487618628328
7,2018-05-31,"prebreeding_migration",2518.943082124,4.83991452213379,36252.5888124108,25.7800626809792,0.0694831228511234,0.000142355653961932
8,2018-05-31,"prebreeding_migration",1102.45847505331,7.3031703821801,36252.5888124108,25.7800626809792,0.030410475807893,0.000202609794705333
1,2018-06-07,"prebreeding_migration",403.267851889137,10.4272452484154,18306.7471874356,22.9811154349763,0.022028372804859,0.000570255690523614
2,2018-06-07,"prebreeding_migration",1901.23670595885,11.5438884339024,18306.7471874356,22.9811154349763,0.103854425174108,0.000643917234698562
3,2018-06-07,"prebreeding_migration",6265.47044825554,11.0384020484801,18306.7471874356,22.9811154349763,0.342249247455369,0.000740378462362078
4,2018-06-07,"prebreeding_migration",4308.84138649702,7.75420374904542,18306.7471874356,22.9811154349763,0.235369033197458,0.000516442721668237
5,2018-06-07,"prebreeding_migration",2710.11434197426,5.31726863759856,18306.7471874356,22.9811154349763,0.148039098056386,0.000344818214338996
6,2018-06-07,"prebreeding_migration",1444.49533119798,2.77262079459643,18306.7471874356,22.9811154349763,0.0789050788984168,0.000180968319523145
7,2018-06-07,"prebreeding_migration",1038.73827317357,4.06706615665148,18306.7471874356,22.9811154349763,0.0567407340331045,0.000233301395839185
8,2018-06-07,"prebreeding_migration",234.58284848929,7.18798083383111,18306.7471874356,22.9811154349763,0.0128140103802979,0.000392970440197953
1,2018-07-20,"postbreeding_migration",0,0,7663.65390780568,10.6043497293199,0,0
2,2018-07-20,"postbreeding_migration",0,0,7663.65390780568,10.6043497293199,0,0
3,2018-07-20,"postbreeding_migration",1535.45455685258,7.30182077077149,7663.65390780568,10.6043497293199,0.200355414704815,0.00099230060108455
4,2018-07-20,"postbreeding_migration",3167.16538777947,5.16798760141904,7663.65390780568,10.6043497293199,0.413270931318233,0.000884173141375279
5,2018-07-20,"postbreeding_migration",1042.31511886418,4.18427949033926,7663.65390780568,10.6043497293199,0.13600759264488,0.000577514606689188
6,2018-07-20,"postbreeding_migration",1433.48180545866,2.05743102203267,7663.65390780568,10.6043497293199,0.187049392196405,0.000372912678558129
7,2018-07-20,"postbreeding_migration",485.23703885079,3.26899579399244,7663.65390780568,10.6043497293199,0.0633166691356665,0.000435462979658722
8,2018-07-20,"postbreeding_migration",0,0,7663.65390780568,10.6043497293199,0,0
1,2018-07-27,"postbreeding_migration",0,0,11857.6226924956,14.8495896662546,0,0
2,2018-07-27,"postbreeding_migration",0,0,11857.6226924956,14.8495896662546,0,0
3,2018-07-27,"postbreeding_migration",2014.2156637609,7.4215804543978,11857.6226924956,14.8495896662546,0.169866736022529,0.000661054439222852
4,2018-07-27,"postbreeding_migration",4701.58928123117,10.0420453465773,11857.6226924956,14.8495896662546,0.396503532213645,0.00098172169818231
5,2018-07-27,"postbreeding_migration",1866.49302068353,6.72721942173609,11857.6226924956,14.8495896662546,0.157408704011538,0.000600604338799363
6,2018-07-27,"postbreeding_migration",2230.39033874869,2.72839991923545,11857.6226924956,14.8495896662546,0.188097597350627,0.000329291104622311
7,2018-07-27,"postbreeding_migration",1044.9343880713,3.44791745911247,11857.6226924956,14.8495896662546,0.0881234304016617,0.000311014597925971
8,2018-07-27,"postbreeding_migration",0,0,11857.6226924956,14.8495896662546,0,0
1,2018-08-03,"postbreeding_migration",18.806424349547,9.30526045781825,14921.9399846196,17.1226653807655,0.00126032033160107,0.000623597567793657
2,2018-08-03,"postbreeding_migration",0,0,14921.9399846196,17.1226653807655,0,0
3,2018-08-03,"postbreeding_migration",2586.17364907265,7.50644473801422,14921.9399846196,17.1226653807655,0.173313500237789,0.000540932295996129
4,2018-08-03,"postbreeding_migration",5935.69825750589,9.04220888051952,14921.9399846196,17.1226653807655,0.397783281773278,0.000758645166434887
5,2018-08-03,"postbreeding_migration",2387.40432676673,6.53611741652839,14921.9399846196,17.1226653807655,0.159992891623172,0.000474938946193607
6,2018-08-03,"postbreeding_migration",2685.24969398975,3.44393565663308,14921.9399846196,17.1226653807655,0.17995312249999,0.000309687806664496
7,2018-08-03,"postbreeding_migration",1308.60763293505,3.7293457630457,14921.9399846196,17.1226653807655,0.0876968835341693,0.000269422268435602
8,2018-08-03,"postbreeding_migration",0,0,14921.9399846196,17.1226653807655,0,0
1,2018-08-10,"postbreeding_migration",19.4206795096401,9.4320527978173,16715.3508466184,17.1432029895403,0.00116184695659972,0.00056427615038704
2,2018-08-10,"postbreeding_migration",0,0,16715.3508466184,17.1432029895403,0,0
3,2018-08-10,"postbreeding_migration",2776.87887015939,7.75453407511288,16715.3508466184,17.1432029895403,0.166127465444207,0.000494214688801523
4,2018-08-10,"postbreeding_migration",6531.51449221373,8.66387321129504,16715.3508466184,17.1432029895403,0.390749470480608,0.000655175909818072
5,2018-08-10,"postbreeding_migration",2754.67226830125,6.15158900367356,16715.3508466184,17.1432029895403,0.164798949993833,0.000404976272568168
6,2018-08-10,"postbreeding_migration",3034.34677404165,3.89306084430549,16715.3508466184,17.1432029895403,0.181530546494961,0.000298170858490022
7,2018-08-10,"postbreeding_migration",1598.51776239276,4.09051598318686,16715.3508466184,17.1432029895403,0.0956317206297914,0.000263639112644578
8,2018-08-10,"postbreeding_migration",0,0,16715.3508466184,17.1432029895403,0,0
1,2018-08-17,"postbreeding_migration",42.654344588518,9.41410013336777,18392.2863141596,16.888492166778,0.00231914313750541,0.000511854885678817
2,2018-08-17,"postbreeding_migration",0,0,18392.2863141596,16.888492166778,0,0
3,2018-08-17,"postbreeding_migration",3166.73151174188,8.02473002526482,18392.2863141596,16.888492166778,0.17217715392479,0.000464070565851888
4,2018-08-17,"postbreeding_migration",6586.20904326439,7.74305820283597,18392.2863141596,16.888492166778,0.35809626550854,0.00053418877082608
5,2018-08-17,"postbreeding_migration",2689.49481976032,5.49963844076869,18392.2863141596,16.888492166778,0.146229499357552,0.000327782811861235
6,2018-08-17,"postbreeding_migration",3627.83629715443,4.32247994489492,18392.2863141596,16.888492166778,0.197247706738964,0.000296710365115981
7,2018-08-17,"postbreeding_migration",2279.3602976501,4.82853892830473,18392.2863141596,16.888492166778,0.123930231332648,0.000286133179601615
8,2018-08-17,"postbreeding_migration",0,0,18392.2863141596,16.888492166778,0,0
1,2018-08-24,"postbreeding_migration",61.6984022855761,9.44265822127874,21533.3755147755,17.9724660220296,0.00286524526743337,0.00043851920146643
2,2018-08-24,"postbreeding_migration",0,0,21533.3755147755,17.9724660220296,0,0
3,2018-08-24,"postbreeding_migration",3735.16686591506,8.61356384404978,21533.3755147755,17.9724660220296,0.173459421786989,0.000425403015916573
4,2018-08-24,"postbreeding_migration",7516.72744691372,8.42010650805525,21533.3755147755,17.9724660220296,0.34907334624597,0.000487631986550947
5,2018-08-24,"postbreeding_migration",3235.41695180535,6.08561856782587,21533.3755147755,17.9724660220296,0.150251266903571,0.000309187021937389
6,2018-08-24,"postbreeding_migration",4264.07720294595,4.94128602824789,21533.3755147755,17.9724660220296,0.19802177322455,0.000282794892063702
7,2018-08-24,"postbreeding_migration",2720.28864490986,5.22522764677135,21533.3755147755,17.9724660220296,0.126328946571488,0.000264574624664565
8,2018-08-24,"postbreeding_migration",0,0,21533.3755147755,17.9724660220296,0,0
1,2018-08-31,"postbreeding_migration",318.148828148842,9.49822487522731,27459.798907727,20.7945604321568,0.0115859853605598,0.000346006902350757
2,2018-08-31,"postbreeding_migration",278.8643193394,8.97421172675839,27459.798907727,20.7945604321568,0.0101553664058672,0.000326903196131659
3,2018-08-31,"postbreeding_migration",4702.00568087399,9.44513578260727,27459.798907727,20.7945604321568,0.171232342111248,0.000367592539626537
4,2018-08-31,"postbreeding_migration",8919.9513925314,8.32620019866994,27459.798907727,20.7945604321568,0.324836733965353,0.000390448377159991
5,2018-08-31,"postbreeding_migration",4440.88099166751,6.6111997786392,27459.798907727,20.7945604321568,0.161722997556908,0.000270117604447278
6,2018-08-31,"postbreeding_migration",5354.59892886877,5.30561014041947,27459.798907727,20.7945604321568,0.194997747320066,0.000243180880675636
7,2018-08-31,"postbreeding_migration",3445.3487662971,5.59171981541677,27459.798907727,20.7945604321568,0.125468827279999,0.000224708842802459
8,2018-08-31,"postbreeding_migration",0,0,27459.798907727,20.7945604321568,0,0
1,2018-09-07,"postbreeding_migration",347.882857456804,9.34176950478366,29349.3589489013,21.5382822744133,0.0118531671530709,0.000318414358362841
2,2018-09-07,"postbreeding_migration",472.57846941054,8.98560713073062,29349.3589489013,21.5382822744133,0.0161018327600723,0.00030638819958446
3,2018-09-07,"postbreeding_migration",5233.53500531614,10.5057793148883,29349.3589489013,21.5382822744133,0.17831854571093,0.000381125967430693
4,2018-09-07,"postbreeding_migration",9243.25370430946,8.91015968066607,29349.3589489013,21.5382822744133,0.314938861881189,0.000381553898860757
5,2018-09-07,"postbreeding_migration",4746.58395266533,6.59851565574229,29349.3589489013,21.5382822744133,0.1617270060627,0.000254230329419754
6,2018-09-07,"postbreeding_migration",5713.83762058616,5.57932728268857,29349.3589489013,21.5382822744133,0.194683557843094,0.000237802635683716
7,2018-09-07,"postbreeding_migration",3591.68733915687,5.60857950014361,29349.3589489013,21.5382822744133,0.122377028588944,0.000211148068119949
8,2018-09-07,"postbreeding_migration",0,0,29349.3589489013,21.5382822744133,0,0
1,2018-09-14,"postbreeding_migration",342.143857285381,9.21201827313168,21751.7600643933,20.4237298310575,0.015729479190305,0.000423764245676471
2,2018-09-14,"postbreeding_migration",367.31051938236,8.77180539145942,21751.7600643933,20.4237298310575,0.0168864734759387,0.000403580341879723
3,2018-09-14,"postbreeding_migration",3513.72963395715,9.23017476785775,21751.7600643933,20.4237298310575,0.161537715732208,0.000450634094469921
4,2018-09-14,"postbreeding_migration",7030.19386869669,8.48553197866402,21751.7600643933,20.4237298310575,0.323201150062556,0.000494244092530318
5,2018-09-14,"postbreeding_migration",3675.1877092123,6.38330792582094,21751.7600643933,20.4237298310575,0.168960474845823,0.000333598439753791
6,2018-09-14,"postbreeding_migration",4382.76715099812,5.27569275146691,21751.7600643933,20.4237298310575,0.201490230584721,0.000307601025813258
7,2018-09-14,"postbreeding_migration",2440.42732486129,5.43534326717486,21751.7600643933,20.4237298310575,0.112194476108449,0.000271178540368161
8,2018-09-14,"postbreeding_migration",0,0,21751.7600643933,20.4237298310575,0,0
1,2018-09-21,"postbreeding_migration",236.383653253317,9.13380215266878,12925.3633371592,16.139362781913,0.0182883565503909,0.00070702616359093
2,2018-09-21,"postbreeding_migration",0,0,12925.3633371592,16.139362781913,0,0
3,2018-09-21,"postbreeding_migration",1762.89317689836,7.86252666620675,12925.3633371592,16.139362781913,0.13639022214797,0.000631692378134103
4,2018-09-21,"postbreeding_migration",4690.1903540194,6.5083482632733,12925.3633371592,16.139362781913,0.362867196199859,0.000677379223001189
5,2018-09-21,"postbreeding_migration",2056.49053557217,5.51775212508455,12925.3633371592,16.139362781913,0.159105046560661,0.000470857595840085
6,2018-09-21,"postbreeding_migration",2888.4761505425,4.55047996848212,12925.3633371592,16.139362781913,0.223473497432634,0.000449232045155064
7,2018-09-21,"postbreeding_migration",1290.92946687341,4.6607199113234,12925.3633371592,16.139362781913,0.0998756811084849,0.000381544002950978
8,2018-09-21,"postbreeding_migration",0,0,12925.3633371592,16.139362781913,0,0
1,2018-09-28,"postbreeding_migration",0,0,3847.94656490535,6.39435139277645,0,0
2,2018-09-28,"postbreeding_migration",0,0,3847.94656490535,6.39435139277645,0,0
3,2018-09-28,"postbreeding_migration",0,0,3847.94656490535,6.39435139277645,0,0
4,2018-09-28,"postbreeding_migration",2442.11559204757,4.21463362491587,3847.94656490535,6.39435139277645,0.6346542372289,0.0015205055276098
5,2018-09-28,"postbreeding_migration",236.91980724037,3.92344947382482,3847.94656490535,6.39435139277645,0.0615704514717443,0.00102474221725453
6,2018-09-28,"postbreeding_migration",1168.91116561741,2.78049228885361,3847.94656490535,6.39435139277645,0.303775311299356,0.000881454347115956
7,2018-09-28,"postbreeding_migration",0,0,3847.94656490535,6.39435139277645,0,0
8,2018-09-28,"postbreeding_migration",0,0,3847.94656490535,6.39435139277645,0,0
1,2018-10-05,"postbreeding_migration",0,0,1683.59248028696,3.19960699610307,0,0
2,2018-10-05,"postbreeding_migration",0,0,1683.59248028696,3.19960699610307,0,0
3,2018-10-05,"postbreeding_migration",0,0,1683.59248028696,3.19960699610307,0,0
4,2018-10-05,"postbreeding_migration",1498.97631815076,2.76871574737013,1683.59248028696,3.19960699610307,0.890343913804646,0.00235956844678213
5,2018-10-05,"postbreeding_migration",0,0,1683.59248028696,3.19960699610307,0,0
6,2018-10-05,"postbreeding_migration",184.616162136197,1.60365147079296,1683.59248028696,3.19960699610307,0.109656086195354,0.000975048346518073
7,2018-10-05,"postbreeding_migration",0,0,1683.59248028696,3.19960699610307,0,0
8,2018-10-05,"postbreeding_migration",0,0,1683.59248028696,3.19960699610307,0,0
1,2018-10-12,"postbreeding_migration",0,0,413.84741166234,2.09639976268166,0,0
2,2018-10-12,"postbreeding_migration",0,0,413.84741166234,2.09639976268166,0,0
3,2018-10-12,"postbreeding_migration",0,0,413.84741166234,2.09639976268166,0,0
4,2018-10-12,"postbreeding_migration",413.84741166234,2.09639976268166,413.84741166234,2.09639976268166,1,0.0071638891364122
5,2018-10-12,"postbreeding_migration",0,0,413.84741166234,2.09639976268166,0,0
6,2018-10-12,"postbreeding_migration",0,0,413.84741166234,2.09639976268166,0,0
7,2018-10-12,"postbreeding_migration",0,0,413.84741166234,2.09639976268166,0,0
8,2018-10-12,"postbreeding_migration",0,0,413.84741166234,2.09639976268166,0,0
1,2018-10-19,"postbreeding_migration",0,0,0,0,0,0
2,2018-10-19,"postbreeding_migration",0,0,0,0,0,0
3,2018-10-19,"postbreeding_migration",0,0,0,0,0,0
4,2018-10-19,"postbreeding_migration",0,0,0,0,0,0
5,2018-10-19,"postbreeding_migration",0,0,0,0,0,0
6,2018-10-19,"postbreeding_migration",0,0,0,0,0,0
7,2018-10-19,"postbreeding_migration",0,0,0,0,0,0
8,2018-10-19,"postbreeding_migration",0,0,0,0,0,0
1,2018-10-26,"postbreeding_migration",0,0,0,0,0,0
2,2018-10-26,"postbreeding_migration",0,0,0,0,0,0
3,2018-10-26,"postbreeding_migration",0,0,0,0,0,0
4,2018-10-26,"postbreeding_migration",0,0,0,0,0,0
5,2018-10-26,"postbreeding_migration",0,0,0,0,0,0
6,2018-10-26,"postbreeding_migration",0,0,0,0,0,0
7,2018-10-26,"postbreeding_migration",0,0,0,0,0,0
8,2018-10-26,"postbreeding_migration",0,0,0,0,0,0
1,2018-11-02,"postbreeding_migration",0,0,0,0,0,0
2,2018-11-02,"postbreeding_migration",0,0,0,0,0,0
3,2018-11-02,"postbreeding_migration",0,0,0,0,0,0
4,2018-11-02,"postbreeding_migration",0,0,0,0,0,0
5,2018-11-02,"postbreeding_migration",0,0,0,0,0,0
6,2018-11-02,"postbreeding_migration",0,0,0,0,0,0
7,2018-11-02,"postbreeding_migration",0,0,0,0,0,0
8,2018-11-02,"postbreeding_migration",0,0,0,0,0,0
1,2018-11-09,"postbreeding_migration",0,0,0,0,0,0
2,2018-11-09,"postbreeding_migration",0,0,0,0,0,0
3,2018-11-09,"postbreeding_migration",0,0,0,0,0,0
4,2018-11-09,"postbreeding_migration",0,0,0,0,0,0
5,2018-11-09,"postbreeding_migration",0,0,0,0,0,0
6,2018-11-09,"postbreeding_migration",0,0,0,0,0,0
7,2018-11-09,"postbreeding_migration",0,0,0,0,0,0
8,2018-11-09,"postbreeding_migration",0,0,0,0,0,0
